短期预测湿度 shift 60,短期预测风速 shift 60,短期预测温度 shift 60,短期预测气压 shift 60,短期预测风向sin shift 60,短期预测风向cos shift 60,实际功率,实际风速,HourOfDay
93,6.6,27.0,994,-0.4694715627858908,-0.8829475928589269,0.44492229,2.91584,0
93,6.7,26.9,994,-0.3420201433256686,-0.9396926207859084,0.010600943,2.421056061,1
93,7.1,26.9,994,-0.275637355816999,-0.9612616959383188,0.065919004,2.82481,2
93,7.7,26.9,994,-0.3255681544571567,-0.9455185755993168,1.856082824,3.499656667,3
92,8.3,27.0,994,-0.4067366430757998,-0.9135454576426012,4.54134198,4.46211,4
91,8.8,27.1,994,-0.4694715627858908,-0.8829475928589269,-0.107003449,2.256937576,5
91,8.9,27.2,994,-0.4694715627858908,-0.8829475928589269,-0.072790782,2.05623,6
91,8.9,27.3,994,-0.438371146789077,-0.8987940462991671,-0.064226105,1.92931,7
91,8.9,27.3,994,-0.3907311284892735,-0.9205048534524404,-0.106834266,2.035558182,8
91,9.2,27.2,994,-0.3583679495453004,-0.9335804264972016,1.12135861,3.502788182,9
91,9.5,27.1,994,-0.374606593415912,-0.9271838545667874,0.756729259,3.076577273,10
91,9.4,27.0,994,-0.4067366430757998,-0.9135454576426012,1.835179051,3.77542,11
91,9.1,27.0,994,-0.5000000000000001,-0.8660254037844386,4.980995874,4.51444,12
92,8.6,27.1,994,-0.6156614753256578,-0.7880107536067222,11.56730247,5.79031,13
92,8.2,27.1,994,-0.6691306063588582,-0.7431448254773942,16.73869391,6.67092,14
92,7.7,27.1,994,-0.6560590289905074,-0.7547095802227719,27.74768215,8.01667,15
92,7.4,27.0,994,-0.587785252292473,-0.8090169943749475,23.51708323,7.899166667,16
92,7.3,26.9,995,-0.5299192642332048,-0.8480480961564261,26.16421528,7.93118697,17
92,7.4,26.9,995,-0.5150380749100542,-0.8571673007021123,16.64154938,6.602169394,18
93,7.4,26.9,995,-0.5446390350150271,-0.838670567945424,13.538432,6.133068788,19
93,7.2,26.9,995,-0.5446390350150271,-0.838670567945424,16.4869983,6.553959394,20
93,6.8,26.9,995,-0.4848096202463369,-0.8746197071393959,14.04151356,6.10486,21
93,6.5,27.0,995,-0.3907311284892735,-0.9205048534524404,12.62087257,5.76629,22
93,6.6,27.0,994,-0.3090169943749477,-0.9510565162951536,8.872840179,5.39875,23
92,7.2,27.0,994,-0.2588190451025203,-0.9659258262890684,10.1055911,5.643967273,0
92,7.8,26.9,994,-0.2588190451025203,-0.9659258262890684,9.673294686,5.488555455,1
91,8.1,26.9,994,-0.275637355816999,-0.9612616959383188,4.879871104,4.54254,2
91,8.0,27.0,994,-0.275637355816999,-0.9612616959383188,4.965352106,4.62417,3
92,7.7,27.1,994,-0.275637355816999,-0.9612616959383188,6.131162675,4.79899,4
92,7.3,27.2,994,-0.2588190451025203,-0.9659258262890684,9.269128328,5.48256,5
92,7.4,27.3,995,-0.2249510543438649,-0.9743700647852352,24.40660782,7.38444,6
91,7.5,27.4,995,-0.1908089953765447,-0.981627183447664,8.91053598,5.100158788,7
91,7.7,27.5,995,-0.1736481776669304,-0.984807753012208,2.859808662,4.08072997,8
91,7.9,27.5,995,-0.207911690817759,-0.9781476007338056,5.323149545,4.53311697,9
92,7.9,27.4,995,-0.275637355816999,-0.9612616959383188,2.970054539,3.8629,10
92,7.9,27.3,995,-0.3420201433256686,-0.9396926207859084,1.607608999,3.56876,11
92,9.8,27.8,992,-0.7547095802227717,-0.6560590289905077,10.06317272,5.554789394,12
92,9.7,27.7,992,-0.7547095802227717,-0.6560590289905077,17.49362707,6.79085,13
93,9.5,27.6,992,-0.743144825477394,-0.6691306063588585,24.2091594,7.59832,14
93,9.0,27.6,992,-0.7660444431189779,-0.6427876096865395,28.35447554,8.37843,15
93,8.6,27.5,991,-0.7880107536067221,-0.6156614753256581,22.99738332,7.58888,16
92,8.4,27.5,991,-0.8090169943749473,-0.5877852522924732,21.10145188,7.228984848,17
92,8.6,27.4,991,-0.8090169943749473,-0.5877852522924732,19.99573397,6.93481,18
92,8.8,27.3,992,-0.8090169943749473,-0.5877852522924732,7.461892716,5.405106364,19
91,8.9,27.3,992,-0.7986355100472928,-0.6018150231520483,12.85653106,6.1295,20
91,8.7,27.4,992,-0.8090169943749473,-0.5877852522924732,9.307313286,5.543019091,21
91,8.4,27.5,992,-0.7986355100472928,-0.6018150231520483,8.958753999,5.63017,22
91,8.2,27.6,992,-0.7660444431189779,-0.6427876096865395,11.19450174,5.850307576,23
91,8.6,27.6,992,-0.6946583704589973,-0.7193398003386511,10.81961398,5.972425152,0
91,9.1,27.6,991,-0.601815023152048,-0.798635510047293,12.87444105,5.94429,1
91,9.9,27.6,991,-0.5446390350150271,-0.838670567945424,8.697568568,5.41685,2
90,10.3,27.6,990,-0.5446390350150271,-0.838670567945424,8.256807091,5.03437,3
91,10.2,27.7,990,-0.5591929034707467,-0.8290375725550417,4.637952718,4.399356061,4
92,10.4,27.7,990,-0.5591929034707467,-0.8290375725550417,2.540523209,3.710628485,5
92,10.4,27.7,991,-0.5299192642332048,-0.8480480961564261,2.238641537,3.76006,6
93,10.4,27.6,991,-0.5150380749100542,-0.8571673007021123,8.288317026,4.99574,7
92,10.3,27.6,992,-0.5299192642332048,-0.8480480961564261,16.50275748,6.65817,8
92,10.0,27.7,992,-0.587785252292473,-0.8090169943749475,11.49429586,6.122727879,9
91,9.6,27.8,992,-0.6560590289905074,-0.7547095802227719,14.27515349,6.165889091,10
90,9.3,27.8,992,-0.7313537016191701,-0.6819983600624989,15.63456174,6.636083333,11
92,8.8,27.7,992,-0.7313537016191701,-0.6819983600624989,5.162810638,4.53745,12
92,8.8,27.6,991,-0.7547095802227717,-0.6560590289905077,13.21084181,6.01444,13
92,8.7,27.5,991,-0.7771459614569711,-0.6293203910498371,10.96492906,5.475655455,14
92,8.9,27.4,991,-0.8191520442889916,-0.5735764363510464,10.68750159,5.41192,15
92,9.0,27.4,992,-0.8571673007021121,-0.5150380749100544,18.68572343,6.269238485,16
92,8.8,27.4,992,-0.882947592858927,-0.4694715627858907,11.10139023,6.13431,17
92,8.1,27.4,992,-0.882947592858927,-0.4694715627858907,10.82055859,5.93752,18
91,7.5,27.4,992,-0.8660254037844385,-0.5000000000000004,4.759381684,4.609395758,19
91,7.2,27.5,992,-0.8386705679454242,-0.544639035015027,6.326309832,5.130538788,20
91,7.2,27.6,992,-0.8090169943749473,-0.5877852522924732,6.079407556,4.64771,21
